gas_mixture,kind,pressure_bar,concentration_percent,concentration_fraction,wavelength_nm,intensity_ph_MeV_nm,plot_intensity,raw_plot_scale,normalisation_reference
ArCF4,model,1,0.1,0.001,237.21860930465232,9.163350307236785,9.163350307236785,1.0,/home/daniel/GitHub/ScintillationModel_RareGasMixtures_2/data/Parameters/ArCF4_primary.csv
ArCF4,model,1,0.1,0.001,237.51875937968984,9.11127401404437,9.11127401404437,1.0,/home/daniel/GitHub/ScintillationModel_RareGasMixtures_2/data/Parameters/ArCF4_primary.csv
ArCF4,model,1,0.1,0.001,237.81890945472736,9.058960985945095,9.058960985945095,1.0,/home/daniel/GitHub/ScintillationModel_RareGasMixtures_2/data/Parameters/ArCF4_primary.csv
ArCF4,model,1,0.1,0.001,238.11905952976488,9.006417870251559,9.006417870251559,1.0,/home/daniel/GitHub/ScintillationModel_RareGasMixtures_2/data/Parameters/ArCF4_primary.csv
ArCF4,model,1,0.1,0.001,238.4192096048024,8.953651358994696,8.953651358994696,1.0,/home/daniel/GitHub/ScintillationModel_RareGasMixtures_2/data/Parameters/ArCF4_primary.csv
ArCF4,model,1,0.1,0.001,238.71935967983995,8.9006681876055,8.9006681876055,1.0,/home/daniel/GitHub/ScintillationModel_RareGasMixtures_2/data/Parameters/ArCF4_primary.csv
ArCF4,model,1,0.1,0.001,239.01950975487745,8.847475133530446,8.847475133530446,1.0,/home/daniel/GitHub/ScintillationModel_RareGasMixtures_2/data/Parameters/ArCF4_primary.csv
ArCF4,model,1,0.1,0.001,239.31965982991497,8.794079014781625,8.794079014781625,1.0,/home/daniel/GitHub/ScintillationModel_RareGasMixtures_2/data/Parameters/ArCF4_primary.csv
ArCF4,model,1,0.1,0.001,239.6198099049525,8.740486688422715,8.740486688422715,1.0,/home/daniel/GitHub/ScintillationModel_RareGasMixtures_2/data/Parameters/ArCF4_primary.csv
ArCF4,model,1,0.1,0.001,239.91995997999,8.686705048991993,8.686705048991993,1.0,/home/daniel/GitHub/ScintillationModel_RareGasMixtures_2/data/Parameters/ArCF4_primary.csv
ArCF4,model,1,0.1,0.001,240.22011005502756,8.6327410268637,8.6327410268637,1.0,/home/daniel/GitHub/ScintillationModel_RareGasMixtures_2/data/Parameters/ArCF4_primary.csv
ArCF4,model,1,0.1,0.001,240.52026013006503,8.578601586549334,8.578601586549334,1.0,/home/daniel/GitHub/ScintillationModel_RareGasMixtures_2/data/Parameters/ArCF4_primary.csv
ArCF4,model,1,0.1,0.001,240.82041020510252,8.524293724940192,8.524293724940192,1.0,/home/daniel/GitHub/ScintillationModel_RareGasMixtures_2/data/Parameters/ArCF4_primary.csv
ArCF4,model,1,0.1,0.001,241.12056028014007,8.469824469493016,8.469824469493016,1.0,/home/daniel/GitHub/ScintillationModel_RareGasMixtures_2/data/Parameters/ArCF4_primary.csv
ArCF4,model,1,0.1,0.001,241.4207103551776,8.41520087636039,8.41520087636039,1.0,/home/daniel/GitHub/ScintillationModel_RareGasMixtures_2/data/Parameters/ArCF4_primary.csv
ArCF4,model,1,0.1,0.001,241.7208604302151,8.36043002846767,8.36043002846767,1.0,/home/daniel/GitHub/ScintillationModel_RareGasMixtures_2/data/Parameters/ArCF4_primary.csv
ArCF4,model,1,0.1,0.001,242.02101050525263,8.30551903353844,8.30551903353844,1.0,/home/daniel/GitHub/ScintillationModel_RareGasMixtures_2/data/Parameters/ArCF4_primary.csv
